seller_id,customer_state,order_count,avg_lead_time,lat,lng
001cca7ae9ae17fb1caed9dfb1094831,TO,4,17.0,-9.503700370876633,-48.348661062026544
001e6ad469a905060d959994f1b41e4f,SP,1,,-23.155308346172937,-47.0840736716131
002100f778ceb8431b7a1020ff7ab48f,BA,1,36.0,-13.049360869325652,-39.560648696030576
002100f778ceb8431b7a1020ff7ab48f,DF,2,27.5,-15.810884759001096,-47.96963045270266
002100f778ceb8431b7a1020ff7ab48f,ES,1,33.0,-20.105145324187276,-40.50318322322485
002100f778ceb8431b7a1020ff7ab48f,GO,2,25.0,-16.577644584237593,-49.33419502806323
002100f778ceb8431b7a1020ff7ab48f,MG,10,12.9,-19.8646472791171,-44.42161506590787
002100f778ceb8431b7a1020ff7ab48f,MT,1,17.0,-14.156481652355609,-55.708955824019334
002100f778ceb8431b7a1020ff7ab48f,PA,1,17.0,-2.6312130665342277,-49.4858616770825
002100f778ceb8431b7a1020ff7ab48f,PR,4,17.0,-24.793606676623277,-50.8796624431511
002100f778ceb8431b7a1020ff7ab48f,RJ,3,21.5,-22.743477321669616,-43.15554026830261
002100f778ceb8431b7a1020ff7ab48f,RN,1,21.0,-5.856702064225209,-35.99007862513833
002100f778ceb8431b7a1020ff7ab48f,RS,3,20.0,-29.67919062328251,-52.03265163171496
002100f778ceb8431b7a1020ff7ab48f,SC,2,17.0,-27.222485826583537,-49.6179368726889
002100f778ceb8431b7a1020ff7ab48f,SP,25,11.88,-23.155308346172937,-47.0840736716131
003554e2dce176b5555353e4f3555ac8,RJ,1,4.0,-22.743477321669616,-43.15554026830261
004c9cd9d87a3c30c522c48c4fc07416,AL,1,29.0,-9.599728966379828,-36.05201677757483
004c9cd9d87a3c30c522c48c4fc07416,BA,7,21.714285714285715,-13.049360869325652,-39.560648696030576
004c9cd9d87a3c30c522c48c4fc07416,CE,2,17.0,-4.36315122962809,-39.00413976333794
004c9cd9d87a3c30c522c48c4fc07416,DF,2,12.0,-15.810884759001096,-47.96963045270266
004c9cd9d87a3c30c522c48c4fc07416,ES,4,15.5,-20.105145324187276,-40.50318322322485
004c9cd9d87a3c30c522c48c4fc07416,GO,7,15.285714285714286,-16.577644584237593,-49.33419502806323
004c9cd9d87a3c30c522c48c4fc07416,MG,23,12.043478260869565,-19.8646472791171,-44.42161506590787
004c9cd9d87a3c30c522c48c4fc07416,MS,3,20.0,-20.765005763284858,-54.53214031549422
004c9cd9d87a3c30c522c48c4fc07416,MT,2,14.5,-14.156481652355609,-55.708955824019334
004c9cd9d87a3c30c522c48c4fc07416,PA,1,41.0,-2.6312130665342277,-49.4858616770825
004c9cd9d87a3c30c522c48c4fc07416,PE,2,20.5,-8.179098403904215,-35.75886555563954
004c9cd9d87a3c30c522c48c4fc07416,PI,1,18.0,-5.754988726061569,-42.50954149377485
004c9cd9d87a3c30c522c48c4fc07416,PR,9,15.333333333333334,-24.793606676623277,-50.8796624431511
004c9cd9d87a3c30c522c48c4fc07416,RJ,26,16.23076923076923,-22.743477321669616,-43.15554026830261
004c9cd9d87a3c30c522c48c4fc07416,RO,2,16.0,-10.341289125647073,-62.720578548602134
004c9cd9d87a3c30c522c48c4fc07416,RS,15,27.866666666666667,-29.67919062328251,-52.03265163171496
004c9cd9d87a3c30c522c48c4fc07416,SC,3,12.333333333333334,-27.222485826583537,-49.6179368726889
004c9cd9d87a3c30c522c48c4fc07416,SP,66,8.9375,-23.155308346172937,-47.0840736716131
00720abe85ba0859807595bbf045a33b,DF,3,12.0,-15.810884759001096,-47.96963045270266
00720abe85ba0859807595bbf045a33b,MG,3,10.0,-19.8646472791171,-44.42161506590787
00720abe85ba0859807595bbf045a33b,PA,1,22.0,-2.6312130665342277,-49.4858616770825
00720abe85ba0859807595bbf045a33b,PR,1,16.0,-24.793606676623277,-50.8796624431511
00720abe85ba0859807595bbf045a33b,RS,1,40.0,-29.67919062328251,-52.03265163171496
00720abe85ba0859807595bbf045a33b,SP,17,4.0,-23.155308346172937,-47.0840736716131
00ab3eff1b5192e5f1a63bcecfee11c8,SP,1,9.0,-23.155308346172937,-47.0840736716131
00d8b143d12632bad99c0ad66ad52825,PB,1,7.0,-7.08829790924903,-35.82167825839298
00ee68308b45bc5e2660cd833c3f81cc,BA,2,14.0,-13.049360869325652,-39.560648696030576
00ee68308b45bc5e2660cd833c3f81cc,DF,2,11.0,-15.810884759001096,-47.96963045270266
00ee68308b45bc5e2660cd833c3f81cc,ES,3,13.0,-20.105145324187276,-40.50318322322485
00ee68308b45bc5e2660cd833c3f81cc,GO,3,14.0,-16.577644584237593,-49.33419502806323
00ee68308b45bc5e2660cd833c3f81cc,MG,17,7.647058823529412,-19.8646472791171,-44.42161506590787
00ee68308b45bc5e2660cd833c3f81cc,PR,6,8.833333333333334,-24.793606676623277,-50.8796624431511
00ee68308b45bc5e2660cd833c3f81cc,RJ,19,18.05263157894737,-22.743477321669616,-43.15554026830261
00ee68308b45bc5e2660cd833c3f81cc,RS,7,18.571428571428573,-29.67919062328251,-52.03265163171496
00ee68308b45bc5e2660cd833c3f81cc,SC,6,12.333333333333334,-27.222485826583537,-49.6179368726889
00ee68308b45bc5e2660cd833c3f81cc,SP,108,5.953703703703703,-23.155308346172937,-47.0840736716131
00fc707aaaad2d31347cf883cd2dfe10,AM,5,29.0,-3.349336304158689,-60.53742965565402
00fc707aaaad2d31347cf883cd2dfe10,DF,2,20.5,-15.810884759001096,-47.96963045270266
00fc707aaaad2d31347cf883cd2dfe10,GO,1,22.0,-16.577644584237593,-49.33419502806323
00fc707aaaad2d31347cf883cd2dfe10,MG,16,19.0,-19.8646472791171,-44.42161506590787
00fc707aaaad2d31347cf883cd2dfe10,PB,1,34.0,-7.08829790924903,-35.82167825839298
00fc707aaaad2d31347cf883cd2dfe10,PR,12,5.583333333333333,-24.793606676623277,-50.8796624431511
00fc707aaaad2d31347cf883cd2dfe10,RJ,22,21.59090909090909,-22.743477321669616,-43.15554026830261
00fc707aaaad2d31347cf883cd2dfe10,RS,21,14.047619047619047,-29.67919062328251,-52.03265163171496
00fc707aaaad2d31347cf883cd2dfe10,SC,10,18.7,-27.222485826583537,-49.6179368726889
00fc707aaaad2d31347cf883cd2dfe10,SP,52,11.365384615384615,-23.155308346172937,-47.0840736716131
010543a62bd80aa422851e79a3bc7540,RJ,1,5.0,-22.743477321669616,-43.15554026830261
010543a62bd80aa422851e79a3bc7540,SP,1,12.0,-23.155308346172937,-47.0840736716131
010da0602d7774602cd1b3f5fb7b709e,SP,5,26.0,-23.155308346172937,-47.0840736716131
011b0eaba87386a2ae96a7d32bb531d1,MG,2,25.0,-19.8646472791171,-44.42161506590787
01266d4c46afa519678d16a8b683d325,PR,1,5.0,-24.793606676623277,-50.8796624431511
01266d4c46afa519678d16a8b683d325,SP,2,5.5,-23.155308346172937,-47.0840736716131
013900e863eace745d3ec7614cab5b1a,DF,1,8.0,-15.810884759001096,-47.96963045270266
013900e863eace745d3ec7614cab5b1a,ES,1,24.0,-20.105145324187276,-40.50318322322485
013900e863eace745d3ec7614cab5b1a,GO,1,17.0,-16.577644584237593,-49.33419502806323
013900e863eace745d3ec7614cab5b1a,MG,5,9.2,-19.8646472791171,-44.42161506590787
013900e863eace745d3ec7614cab5b1a,MS,2,9.5,-20.765005763284858,-54.53214031549422
013900e863eace745d3ec7614cab5b1a,PE,2,22.5,-8.179098403904215,-35.75886555563954
013900e863eace745d3ec7614cab5b1a,PR,1,6.0,-24.793606676623277,-50.8796624431511
013900e863eace745d3ec7614cab5b1a,RJ,6,7.0,-22.743477321669616,-43.15554026830261
013900e863eace745d3ec7614cab5b1a,SP,7,11.428571428571429,-23.155308346172937,-47.0840736716131
014c0679dd340a0e338872e7ec85666a,BA,1,11.0,-13.049360869325652,-39.560648696030576
014c0679dd340a0e338872e7ec85666a,DF,2,15.0,-15.810884759001096,-47.96963045270266
014c0679dd340a0e338872e7ec85666a,MG,1,13.0,-19.8646472791171,-44.42161506590787
014c0679dd340a0e338872e7ec85666a,MS,1,14.0,-20.765005763284858,-54.53214031549422
014c0679dd340a0e338872e7ec85666a,PE,1,27.0,-8.179098403904215,-35.75886555563954
014c0679dd340a0e338872e7ec85666a,RJ,1,20.0,-22.743477321669616,-43.15554026830261
014c0679dd340a0e338872e7ec85666a,RN,1,22.0,-5.856702064225209,-35.99007862513833
014c0679dd340a0e338872e7ec85666a,SP,7,20.142857142857142,-23.155308346172937,-47.0840736716131
014d9a685fd57276679edd00e07089e5,MG,1,8.0,-19.8646472791171,-44.42161506590787
014d9a685fd57276679edd00e07089e5,MT,1,8.0,-14.156481652355609,-55.708955824019334
014d9a685fd57276679edd00e07089e5,PR,4,6.5,-24.793606676623277,-50.8796624431511
014d9a685fd57276679edd00e07089e5,RS,1,11.0,-29.67919062328251,-52.03265163171496
014d9a685fd57276679edd00e07089e5,SP,5,9.8,-23.155308346172937,-47.0840736716131
0176f73cc1195f367f7b32db1e5b3aa8,DF,1,14.0,-15.810884759001096,-47.96963045270266
0176f73cc1195f367f7b32db1e5b3aa8,MG,7,12.857142857142858,-19.8646472791171,-44.42161506590787
0176f73cc1195f367f7b32db1e5b3aa8,PE,1,18.0,-8.179098403904215,-35.75886555563954
0176f73cc1195f367f7b32db1e5b3aa8,RJ,4,25.75,-22.743477321669616,-43.15554026830261
0176f73cc1195f367f7b32db1e5b3aa8,RS,1,8.0,-29.67919062328251,-52.03265163171496
0176f73cc1195f367f7b32db1e5b3aa8,SC,1,21.0,-27.222485826583537,-49.6179368726889
0176f73cc1195f367f7b32db1e5b3aa8,SP,24,10.347826086956522,-23.155308346172937,-47.0840736716131
01bcc9d254a0143f0ce9791b960b2a47,CE,1,25.0,-4.36315122962809,-39.00413976333794
01bcc9d254a0143f0ce9791b960b2a47,DF,1,5.0,-15.810884759001096,-47.96963045270266
01bcc9d254a0143f0ce9791b960b2a47,ES,1,13.0,-20.105145324187276,-40.50318322322485
01bcc9d254a0143f0ce9791b960b2a47,GO,1,4.0,-16.577644584237593,-49.33419502806323
01bcc9d254a0143f0ce9791b960b2a47,MG,3,10.333333333333334,-19.8646472791171,-44.42161506590787
01bcc9d254a0143f0ce9791b960b2a47,PB,1,25.0,-7.08829790924903,-35.82167825839298
01bcc9d254a0143f0ce9791b960b2a47,PI,1,11.0,-5.754988726061569,-42.50954149377485
01bcc9d254a0143f0ce9791b960b2a47,RJ,1,10.0,-22.743477321669616,-43.15554026830261
01bcc9d254a0143f0ce9791b960b2a47,SP,1,,-23.155308346172937,-47.0840736716131
01c97ebb5cdac52891c0ed1c37ba0012,ES,1,22.0,-20.105145324187276,-40.50318322322485
01c97ebb5cdac52891c0ed1c37ba0012,MT,1,27.0,-14.156481652355609,-55.708955824019334
01c97ebb5cdac52891c0ed1c37ba0012,RS,3,20.666666666666668,-29.67919062328251,-52.03265163171496
01c97ebb5cdac52891c0ed1c37ba0012,SP,7,5.285714285714286,-23.155308346172937,-47.0840736716131
01cf7e3d21494c41fb86034f2e714fa1,BA,2,14.5,-13.049360869325652,-39.560648696030576
01cf7e3d21494c41fb86034f2e714fa1,ES,5,8.4,-20.105145324187276,-40.50318322322485
01cf7e3d21494c41fb86034f2e714fa1,MG,12,9.75,-19.8646472791171,-44.42161506590787
01cf7e3d21494c41fb86034f2e714fa1,MT,2,42.0,-14.156481652355609,-55.708955824019334
01cf7e3d21494c41fb86034f2e714fa1,PA,1,8.0,-2.6312130665342277,-49.4858616770825
01cf7e3d21494c41fb86034f2e714fa1,PE,1,13.0,-8.179098403904215,-35.75886555563954
01cf7e3d21494c41fb86034f2e714fa1,PR,4,9.0,-24.793606676623277,-50.8796624431511
01cf7e3d21494c41fb86034f2e714fa1,RJ,6,17.666666666666668,-22.743477321669616,-43.15554026830261
01cf7e3d21494c41fb86034f2e714fa1,RS,3,8.666666666666666,-29.67919062328251,-52.03265163171496
01cf7e3d21494c41fb86034f2e714fa1,SP,31,10.033333333333333,-23.155308346172937,-47.0840736716131
01ed254b9ff8407dfb9d99ba1e17d923,RJ,1,2.0,-22.743477321669616,-43.15554026830261
01ed254b9ff8407dfb9d99ba1e17d923,RS,1,13.0,-29.67919062328251,-52.03265163171496
01ed254b9ff8407dfb9d99ba1e17d923,SP,3,5.666666666666667,-23.155308346172937,-47.0840736716131
01fd077212124329bac32490e8ef80d9,DF,1,7.0,-15.810884759001096,-47.96963045270266
01fd077212124329bac32490e8ef80d9,ES,2,21.0,-20.105145324187276,-40.50318322322485
01fd077212124329bac32490e8ef80d9,MG,4,4.5,-19.8646472791171,-44.42161506590787
01fd077212124329bac32490e8ef80d9,PR,2,6.5,-24.793606676623277,-50.8796624431511
01fd077212124329bac32490e8ef80d9,RJ,3,8.666666666666666,-22.743477321669616,-43.15554026830261
01fd077212124329bac32490e8ef80d9,RS,3,11.0,-29.67919062328251,-52.03265163171496
01fd077212124329bac32490e8ef80d9,SC,5,6.2,-27.222485826583537,-49.6179368726889
01fd077212124329bac32490e8ef80d9,SP,19,6.7894736842105265,-23.155308346172937,-47.0840736716131
01fdefa7697d26ad920e9e0346d4bd1b,AL,1,33.0,-9.599728966379828,-36.05201677757483
01fdefa7697d26ad920e9e0346d4bd1b,BA,2,12.0,-13.049360869325652,-39.560648696030576
01fdefa7697d26ad920e9e0346d4bd1b,CE,1,16.0,-4.36315122962809,-39.00413976333794
01fdefa7697d26ad920e9e0346d4bd1b,GO,5,14.8,-16.577644584237593,-49.33419502806323
01fdefa7697d26ad920e9e0346d4bd1b,MG,13,12.153846153846153,-19.8646472791171,-44.42161506590787
01fdefa7697d26ad920e9e0346d4bd1b,PR,13,5.923076923076923,-24.793606676623277,-50.8796624431511
01fdefa7697d26ad920e9e0346d4bd1b,RJ,19,17.05263157894737,-22.743477321669616,-43.15554026830261
01fdefa7697d26ad920e9e0346d4bd1b,RS,12,11.833333333333334,-29.67919062328251,-52.03265163171496
01fdefa7697d26ad920e9e0346d4bd1b,SC,6,9.166666666666666,-27.222485826583537,-49.6179368726889
01fdefa7697d26ad920e9e0346d4bd1b,SP,59,7.5423728813559325,-23.155308346172937,-47.0840736716131
0241d4d5d36f10f80c644447315af0bd,BA,10,18.8,-13.049360869325652,-39.560648696030576
0241d4d5d36f10f80c644447315af0bd,CE,2,17.0,-4.36315122962809,-39.00413976333794
0241d4d5d36f10f80c644447315af0bd,DF,4,11.75,-15.810884759001096,-47.96963045270266
0241d4d5d36f10f80c644447315af0bd,ES,6,11.833333333333334,-20.105145324187276,-40.50318322322485
0241d4d5d36f10f80c644447315af0bd,GO,4,8.5,-16.577644584237593,-49.33419502806323
0241d4d5d36f10f80c644447315af0bd,MA,1,25.0,-3.7989966701671265,-44.81862689333526
0241d4d5d36f10f80c644447315af0bd,MG,30,11.8,-19.8646472791171,-44.42161506590787
0241d4d5d36f10f80c644447315af0bd,MS,3,8.333333333333334,-20.765005763284858,-54.53214031549422
0241d4d5d36f10f80c644447315af0bd,MT,2,23.0,-14.156481652355609,-55.708955824019334
0241d4d5d36f10f80c644447315af0bd,PA,2,18.0,-2.6312130665342277,-49.4858616770825
0241d4d5d36f10f80c644447315af0bd,PE,4,9.0,-8.179098403904215,-35.75886555563954
0241d4d5d36f10f80c644447315af0bd,PR,24,4.541666666666667,-24.793606676623277,-50.8796624431511
0241d4d5d36f10f80c644447315af0bd,RJ,35,15.257142857142858,-22.743477321669616,-43.15554026830261
0241d4d5d36f10f80c644447315af0bd,RN,1,40.0,-5.856702064225209,-35.99007862513833
0241d4d5d36f10f80c644447315af0bd,RS,19,9.789473684210526,-29.67919062328251,-52.03265163171496
0241d4d5d36f10f80c644447315af0bd,SC,12,9.666666666666666,-27.222485826583537,-49.6179368726889
0241d4d5d36f10f80c644447315af0bd,SE,1,11.0,-10.866199407643286,-37.18116903794639
0241d4d5d36f10f80c644447315af0bd,SP,89,8.02247191011236,-23.155308346172937,-47.0840736716131
0249d282d911d23cb8b869ab49c99f53,MG,3,14.666666666666666,-19.8646472791171,-44.42161506590787
0249d282d911d23cb8b869ab49c99f53,RJ,1,8.0,-22.743477321669616,-43.15554026830261
0249d282d911d23cb8b869ab49c99f53,SC,1,14.0,-27.222485826583537,-49.6179368726889
0249d282d911d23cb8b869ab49c99f53,SP,6,7.0,-23.155308346172937,-47.0840736716131
024b564ae893ce8e9bfa02c10a401ece,MA,6,21.0,-3.7989966701671265,-44.81862689333526
024b564ae893ce8e9bfa02c10a401ece,PA,2,9.0,-2.6312130665342277,-49.4858616770825
028872bfa080090a9d0abd4f1af168f8,BA,3,16.0,-13.049360869325652,-39.560648696030576
02a2272692e13558373c66db98f05e2e,MA,1,,-3.7989966701671265,-44.81862689333526
02a2272692e13558373c66db98f05e2e,SP,1,,-23.155308346172937,-47.0840736716131
02b72cdeb9cfcc429f1af6f4e3f3b737,CE,1,17.0,-4.36315122962809,-39.00413976333794
02b72cdeb9cfcc429f1af6f4e3f3b737,ES,2,8.5,-20.105145324187276,-40.50318322322485
02b72cdeb9cfcc429f1af6f4e3f3b737,RS,1,14.0,-29.67919062328251,-52.03265163171496
02c988090b766852e088c69d7fb3b551,DF,1,12.0,-15.810884759001096,-47.96963045270266
02c988090b766852e088c69d7fb3b551,PR,1,17.0,-24.793606676623277,-50.8796624431511
02c988090b766852e088c69d7fb3b551,RJ,2,16.0,-22.743477321669616,-43.15554026830261
02c988090b766852e088c69d7fb3b551,SC,1,16.0,-27.222485826583537,-49.6179368726889
02c988090b766852e088c69d7fb3b551,SP,12,4.7272727272727275,-23.155308346172937,-47.0840736716131
02d35243ea2e497335cd0f076b45675d,BA,3,18.666666666666668,-13.049360869325652,-39.560648696030576
02d35243ea2e497335cd0f076b45675d,CE,3,28.666666666666668,-4.36315122962809,-39.00413976333794
02d35243ea2e497335cd0f076b45675d,PA,1,26.0,-2.6312130665342277,-49.4858616770825
02d35243ea2e497335cd0f076b45675d,PB,1,15.0,-7.08829790924903,-35.82167825839298
02d35243ea2e497335cd0f076b45675d,PR,3,26.333333333333332,-24.793606676623277,-50.8796624431511
02d35243ea2e497335cd0f076b45675d,RJ,1,31.0,-22.743477321669616,-43.15554026830261
02d35243ea2e497335cd0f076b45675d,RS,3,31.0,-29.67919062328251,-52.03265163171496
02d35243ea2e497335cd0f076b45675d,SC,1,21.0,-27.222485826583537,-49.6179368726889
02dcd3e8e25bee036e32512bcf175493,AP,1,18.0,0.08602518971632306,-51.23430449751234
02dcd3e8e25bee036e32512bcf175493,BA,1,31.0,-13.049360869325652,-39.560648696030576
02dcd3e8e25bee036e32512bcf175493,DF,2,,-15.810884759001096,-47.96963045270266
02dcd3e8e25bee036e32512bcf175493,MG,5,10.8,-19.8646472791171,-44.42161506590787
02dcd3e8e25bee036e32512bcf175493,RJ,8,20.75,-22.743477321669616,-43.15554026830261
02dcd3e8e25bee036e32512bcf175493,SP,2,15.0,-23.155308346172937,-47.0840736716131
02ecc2a19303f05e59ce133fd923fff7,BA,2,8.0,-13.049360869325652,-39.560648696030576
02ecc2a19303f05e59ce133fd923fff7,ES,1,17.0,-20.105145324187276,-40.50318322322485
02ecc2a19303f05e59ce133fd923fff7,GO,1,9.0,-16.577644584237593,-49.33419502806323
02ecc2a19303f05e59ce133fd923fff7,MG,1,8.0,-19.8646472791171,-44.42161506590787
02ecc2a19303f05e59ce133fd923fff7,PR,1,13.0,-24.793606676623277,-50.8796624431511
02ecc2a19303f05e59ce133fd923fff7,RJ,1,21.0,-22.743477321669616,-43.15554026830261
02ecc2a19303f05e59ce133fd923fff7,RO,1,22.0,-10.341289125647073,-62.720578548602134
02ecc2a19303f05e59ce133fd923fff7,RS,2,15.0,-29.67919062328251,-52.03265163171496
02ecc2a19303f05e59ce133fd923fff7,SC,1,13.0,-27.222485826583537,-49.6179368726889
02ecc2a19303f05e59ce133fd923fff7,SP,13,7.6923076923076925,-23.155308346172937,-47.0840736716131
02f5837340d7eb4f653d676c7256523a,MG,1,40.0,-19.8646472791171,-44.42161506590787
02f5837340d7eb4f653d676c7256523a,MS,1,12.0,-20.765005763284858,-54.53214031549422
02f5837340d7eb4f653d676c7256523a,PR,2,3.5,-24.793606676623277,-50.8796624431511
02f5837340d7eb4f653d676c7256523a,SC,1,17.0,-27.222485826583537,-49.6179368726889
02f5837340d7eb4f653d676c7256523a,SP,25,7.96,-23.155308346172937,-47.0840736716131
02f623a8eb246f3c5f7c2f96462654e6,CE,2,32.5,-4.36315122962809,-39.00413976333794
02f623a8eb246f3c5f7c2f96462654e6,DF,2,8.0,-15.810884759001096,-47.96963045270266
02f623a8eb246f3c5f7c2f96462654e6,ES,3,9.0,-20.105145324187276,-40.50318322322485
02f623a8eb246f3c5f7c2f96462654e6,MG,4,8.0,-19.8646472791171,-44.42161506590787
02f623a8eb246f3c5f7c2f96462654e6,MS,1,11.0,-20.765005763284858,-54.53214031549422
02f623a8eb246f3c5f7c2f96462654e6,PR,1,3.0,-24.793606676623277,-50.8796624431511
02f623a8eb246f3c5f7c2f96462654e6,RJ,4,10.0,-22.743477321669616,-43.15554026830261
02f623a8eb246f3c5f7c2f96462654e6,RS,2,7.5,-29.67919062328251,-52.03265163171496
02f623a8eb246f3c5f7c2f96462654e6,SP,25,5.84,-23.155308346172937,-47.0840736716131
0307f7565ff85b299b6e5ef162b1b1a9,DF,1,12.0,-15.810884759001096,-47.96963045270266
0307f7565ff85b299b6e5ef162b1b1a9,GO,1,,-16.577644584237593,-49.33419502806323
0307f7565ff85b299b6e5ef162b1b1a9,PI,1,15.0,-5.754988726061569,-42.50954149377485
0307f7565ff85b299b6e5ef162b1b1a9,PR,3,13.666666666666666,-24.793606676623277,-50.8796624431511
0307f7565ff85b299b6e5ef162b1b1a9,SP,1,20.0,-23.155308346172937,-47.0840736716131
0336182e1b3e92f029d5354832045fdf,SP,2,13.0,-23.155308346172937,-47.0840736716131
034b9387752bfa309f350a70cd45ffa3,PR,1,4.0,-24.793606676623277,-50.8796624431511
034b9387752bfa309f350a70cd45ffa3,RJ,2,12.5,-22.743477321669616,-43.15554026830261
034b9387752bfa309f350a70cd45ffa3,SC,1,10.0,-27.222485826583537,-49.6179368726889
034b9387752bfa309f350a70cd45ffa3,SP,4,6.5,-23.155308346172937,-47.0840736716131
038b75b729c8a9a04b0d07cba7eabe86,BA,1,30.0,-13.049360869325652,-39.560648696030576
038b75b729c8a9a04b0d07cba7eabe86,ES,1,15.0,-20.105145324187276,-40.50318322322485
039b29ff3b3473435d0cd59040575de9,AM,1,24.0,-3.349336304158689,-60.53742965565402
039b29ff3b3473435d0cd59040575de9,PR,1,8.0,-24.793606676623277,-50.8796624431511
039b29ff3b3473435d0cd59040575de9,RS,1,9.0,-29.67919062328251,-52.03265163171496
039b29ff3b3473435d0cd59040575de9,SP,6,6.0,-23.155308346172937,-47.0840736716131
039e6ad9dae79614493083e241147386,DF,1,5.0,-15.810884759001096,-47.96963045270266
039e6ad9dae79614493083e241147386,RJ,2,10.5,-22.743477321669616,-43.15554026830261
039e6ad9dae79614493083e241147386,SC,1,6.0,-27.222485826583537,-49.6179368726889
039e6ad9dae79614493083e241147386,SE,1,38.0,-10.866199407643286,-37.18116903794639
03a2a6dcbe45d639c4dc2a0d24769c40,BA,1,10.0,-13.049360869325652,-39.560648696030576
03a2a6dcbe45d639c4dc2a0d24769c40,MG,1,7.0,-19.8646472791171,-44.42161506590787
03a2a6dcbe45d639c4dc2a0d24769c40,PE,1,8.0,-8.179098403904215,-35.75886555563954
03a2a6dcbe45d639c4dc2a0d24769c40,RJ,3,17.333333333333332,-22.743477321669616,-43.15554026830261
03a2a6dcbe45d639c4dc2a0d24769c40,SP,3,4.0,-23.155308346172937,-47.0840736716131
03bd479e1d9484cdb14104d3023f7321,MG,1,12.0,-19.8646472791171,-44.42161506590787
03bd479e1d9484cdb14104d3023f7321,MS,1,23.0,-20.765005763284858,-54.53214031549422
03bd479e1d9484cdb14104d3023f7321,PR,1,26.0,-24.793606676623277,-50.8796624431511
0417b067eeab773d2f7061a726dc477f,MG,4,12.25,-19.8646472791171,-44.42161506590787
0417b067eeab773d2f7061a726dc477f,PA,1,54.0,-2.6312130665342277,-49.4858616770825
0417b067eeab773d2f7061a726dc477f,PR,3,14.333333333333334,-24.793606676623277,-50.8796624431511
0417b067eeab773d2f7061a726dc477f,RJ,1,10.0,-22.743477321669616,-43.15554026830261
0417b067eeab773d2f7061a726dc477f,SC,1,6.0,-27.222485826583537,-49.6179368726889
0417b067eeab773d2f7061a726dc477f,SP,3,21.0,-23.155308346172937,-47.0840736716131
042573af89b6d931f672efaf789d8358,RJ,1,51.0,-22.743477321669616,-43.15554026830261
042573af89b6d931f672efaf789d8358,SP,2,4.0,-23.155308346172937,-47.0840736716131
04308b1ee57b6625f47df1d56f00eedf,AC,1,16.0,-9.702555041197337,-68.4518519482381
04308b1ee57b6625f47df1d56f00eedf,BA,2,14.5,-13.049360869325652,-39.560648696030576
04308b1ee57b6625f47df1d56f00eedf,CE,1,17.0,-4.36315122962809,-39.00413976333794
04308b1ee57b6625f47df1d56f00eedf,DF,2,20.5,-15.810884759001096,-47.96963045270266
04308b1ee57b6625f47df1d56f00eedf,ES,1,17.0,-20.105145324187276,-40.50318322322485
04308b1ee57b6625f47df1d56f00eedf,GO,4,20.5,-16.577644584237593,-49.33419502806323
04308b1ee57b6625f47df1d56f00eedf,MA,2,21.0,-3.7989966701671265,-44.81862689333526
04308b1ee57b6625f47df1d56f00eedf,MG,20,18.2,-19.8646472791171,-44.42161506590787
04308b1ee57b6625f47df1d56f00eedf,MT,2,34.5,-14.156481652355609,-55.708955824019334
04308b1ee57b6625f47df1d56f00eedf,PA,3,36.666666666666664,-2.6312130665342277,-49.4858616770825
04308b1ee57b6625f47df1d56f00eedf,PE,2,14.5,-8.179098403904215,-35.75886555563954
