seller_id,month,nominal_gmv,realized_cash
02b72cdeb9cfcc429f1af6f4e3f3b737,2018-08,574.79,198.05
02c988090b766852e088c69d7fb3b551,2017-07,253.82999999999998,0.0
02c988090b766852e088c69d7fb3b551,2017-08,187.43,159.92000000000002
02c988090b766852e088c69d7fb3b551,2017-09,92.95,205.603
02c988090b766852e088c69d7fb3b551,2017-10,131.44,18.743000000000002
02c988090b766852e088c69d7fb3b551,2017-11,51.89000000000001,84.463
02c988090b766852e088c69d7fb3b551,2017-12,0.0,136.353
02c988090b766852e088c69d7fb3b551,2018-01,101.73,139.216
02c988090b766852e088c69d7fb3b551,2018-02,46.75,0.0
02c988090b766852e088c69d7fb3b551,2018-03,0.0,65.493
02c988090b766852e088c69d7fb3b551,2018-04,199.75,18.743000000000002
02c988090b766852e088c69d7fb3b551,2018-05,194.9,104.06933333333333
02c988090b766852e088c69d7fb3b551,2018-06,199.97,261.48333333333335
02c988090b766852e088c69d7fb3b551,2018-07,193.19,91.57958333333333
02c988090b766852e088c69d7fb3b551,2018-08,183.12,272.5129166666667
02d35243ea2e497335cd0f076b45675d,2017-04,538.04,0.0
02d35243ea2e497335cd0f076b45675d,2017-05,0.0,53.803999999999995
02d35243ea2e497335cd0f076b45675d,2017-06,280.27,53.803999999999995
02d35243ea2e497335cd0f076b45675d,2017-07,0.0,100.51566666666666
02d35243ea2e497335cd0f076b45675d,2017-08,1420.1960068769622,695.0556666666666
02d35243ea2e497335cd0f076b45675d,2017-09,280.27,330.3785022923207
02d35243ea2e497335cd0f076b45675d,2017-10,0.0,610.6485022923207
02d35243ea2e497335cd0f076b45675d,2017-11,1221.56,330.3785022923207
02d35243ea2e497335cd0f076b45675d,2017-12,1996.32,813.9618333333334
02d35243ea2e497335cd0f076b45675d,2018-01,0.0,523.5446666666667
02d35243ea2e497335cd0f076b45675d,2018-02,0.0,523.5446666666667
02d35243ea2e497335cd0f076b45675d,2018-03,330.12,581.734
02d35243ea2e497335cd0f076b45675d,2018-04,0.0,251.614
02d35243ea2e497335cd0f076b45675d,2018-05,0.0,199.632
02d35243ea2e497335cd0f076b45675d,2018-06,0.0,199.632
02d35243ea2e497335cd0f076b45675d,2018-07,0.0,199.632
02d35243ea2e497335cd0f076b45675d,2018-08,298.300819112628,199.632
02dcd3e8e25bee036e32512bcf175493,2017-10,180.58,0.0
02dcd3e8e25bee036e32512bcf175493,2017-11,0.0,60.193333333333335
02dcd3e8e25bee036e32512bcf175493,2017-12,0.0,60.193333333333335
02dcd3e8e25bee036e32512bcf175493,2018-01,0.0,60.193333333333335
02dcd3e8e25bee036e32512bcf175493,2018-02,273.87,273.87
